Text,Sentiment
Afgaani kha k bithaa eh banda  ,0
Baba Jony ji  vadhiya,2
Hahahahahahahaha E dakhlo baba Chl sala,0
Jathedar nu eho j babe chnge lgde aa ,1
Gyani thakur singh na interwieu kar k us to swargan de santrean da swad v push lo Daly post walieo,1
Eh tn fudu bnda h sala singer  bnn gya lubu da baap sala,0
Sallee babee de,0
Modern    baba  mil  gia   sikhan  nu  ,1
Manu ta last wali gal bhut chngi lagi,2
Aah patandra gall tey nee aunda,0
Bai uttarlai mein v reha posting c meri,1
Gud aa Khush reh babe De bndea,2
Jonny baba sachi glla karda Love u jonny,2
Ham nhi chge bura Na koae,1
Ehda drug test krao saaly daa,0
Jony ne kutti tan rakhi a oh kutta hahaha,0
Poori interview dekho bande di philosophy boh att aa,2
bahut sohni interview diti babe ney,2
Tapu sala,0
Saala chor ye Lier number ,0
BHAI  BHUCHO MANDI AAKE VEKHO SACH JHOOTH DA PATA LAG JAYEGA,0
Eh fuddu reh gya Sala,0
tenu singh sazyaaa see guru gobind singh ji ne tu kutta dasda apne app nu fitee muh teraaa,0
Simranjit singh ji tusi apna hassa Bhaut muskal nal katrol keta hona,2
Eh banda pagal a,0
Shudaai baba,0
Hats off to simarnjot veer g,2
Eh kehda nava gussa,1
Behnchod Hor ta kuj nai ah tv walya nu rozz koi na koi mil he janda awe da,0
Baba eangraji bada soni bolda ,2
Jaali baba pagal baba,0
ha haaaa apne app nu hi kutta kahi janna  hun asi tenu ki hakiaa vi,0
Chapla maro jony de ser vich,0
Tu mama  din jatt de ghr la de mn jao tena gala krda mama,0
Aj kall har banda kenda mere to jada koi siana koi ni,1
Sala intertainment vadiya ho janda   eda diya video  dekh k,1
Kon sa sasta gaanja phukte hai ye log ,0
Baba g da phone number de do g koi,1
Haha eh chitti seonk na hundi tan sikhi da saroop kuj hor hunda eh v sach hai,1
ehnu kuj ni ptaa haga,0
Gandhi da dust lagda a    O  ne bakri rakhi ehne kuti rekhi a ,0
Fuddu baba ha Jonny,0
Report   Vdia bhaiji,0
Fikr na kro sangto E jhonny jayada der ni chalna tusi khud path krya kro guru Ghar Jaya kro,1
Eh prime tv nu kehnda mai hun koi hor interview nhi deni mediahun esnu pucho is hun ithe hun ki krn aya Eh ta advertisement krn lg piya Govt v vikau te media v vikau,1
Ik hor interview ho jawe Once again,0
Gal ee ghumai janda jony baba,0
Johnny johnny sin sin,0
Kutia wala baba jony,0
Daily post nu bs trp chahidi aa chahe ph kuj v hove TRP lai,0
Eh sase pind da baba ji dist sri mukhtar  sahib da ji,1
Aaa salla pakhndii aaa aa  harmada aa ahooo jheya picha naa lagooo vadda sadh chll salla joony joony yes papa da,0
india de media nu bas fuddu bande tey fuddu mudhe chahide ney hor kuch nhi,0
Sala kuj hor hi boli jnda  bhucho sahib bna lya ehne ta,0
Sister os da no send Karo plz,1
Jindabad mam inspiration ho tuc,2
Sister u da koi contact number hai ji mere friend di beti nal balatcar,1
gud jjob didi twadi,2
Ah love luv sb bakwas h ik mjak hunda h,1
Didi g bhut vdiyadidi g jhera apna smaj hai eh bhut hi galt soch rkhda hai didi gmai thuhade nal aa didi gaap g chota brothersada smaj kde sudr nhi skda,2
Eh sister mere school ch pde ne mere ton ik class agge c bouhat vdiya nature ehna da   ch last vaar mile c asin  Asin park ch beh k gallan krde hunde c mainu bda dukh lgga ehna naal eda hoeya pr mai proud feel krdi aa k eh aj jung jit gye aa zindgi di love u simmi dimere parents mainu  th ton baad study nai c kraunde didi ne sport kita c os time mai bhul ni skdi ehna nu  Rabb eda ee himat honsla  bnai rakhe meri behn da,1
Salaam ya twaade jazbe te,2
jitha pyar sachha hova o ana cheeja di parwah ni karde sago zakham te malam lounde na te protect her that she feels safe in life waheguru saab nu sodi sich cho bhar kade te khalsa te rakha mazloom da nale biba tu ta ha hi sikh kudi so be brave like mata bhag kaur ji,1
Very good soch twaadi,2
Eh zindgi ida dae darrdd dindi jehre bhulnae sehnae bhut ohke aw mae ik kuri bhut pyar kitta ohdae laii apna future khrab kitta mae BA LLB v last semester ch clg shdd ditta keoki oh khndi c mae tere bina nhi rhnda pind ajja ohda pind mere pind dae nall e c usnae v bhut pyar kitta  sall prr  salla badh oh mere to borrhh ho gyi,0
Incredible maam Youre the role model for  upcoming generation its inspires me a lot ,2
Ajj m tuhanu josh talks te dekh k bahut hairaan hoyi kyun k you tube te m aksar tuhadiyan lawer diyan videos hi dekhdi a  Ajj pta lagga enna housla v enne dard de baad milda so sad,1
Very good g sada v masla hal kardo g,2
Hnji tuc sachio gurugobind singh ji dey sher bcchi o  Hr kudinu awy sher bacchi bnanna chahida hai,2
Sehrni Punjab di,2
Made Duke bi hota kuhsi bi hoi,1
Sher bachi a tu god bless you,2
Madam ji  Salute he Thuanu Parmatma Thuanu Changi Sehat Deve ji te Tusi Hamesha Khush Raho ji  te Hor Din Dukhia di Maddad  lai Age aawo Prem Singh Hakla,2
Waheguruji jio mehar karo jagg te ,2
Put ta hi lok darde a betian peda karn to sada smaj buht negative a bete god bless you,0
Sister tuhada saath kise naseeb wale nu hee milegaa aam banda nhi smaj sakda tuhade jazbaat,1
Bhene salute aaw sis Tohade honsla nu salaam tuc ine dukh bhoog k  ithe tak aae  congrats sis,2
Simran beta ji tusi mahan ho waheguru bles you,2
Waheguru Waheguru ji daata akal baksh loga nu,1
waji waji simran jeet kaur ji,2
Sister tusi great o,2
proud of u di mnu v rona aa gya tuhadi lyf da real sach sun k  lub u di well done,2
Wheyguru ji i like you kese nu dos nhi hi hunda apna neseeb hunda ,2
Ryt aa sis iss gal te,1
Salaam a u Di soch nu kash kite tuc mere lekhan Ch hunde ,2
Weheguru    ji  tuhade  te   mehar   karan,2
Love you sister waheguru tuhanu always happy rakhn,2
Wah o bhene bhut himmt h tere vich,2
Mam g tusi bahut dukh dekya but ohna mushklaa da sahmnaa v ketaa Im proud fell WMK,2
Waheguru mehar kare thoday terabb tuhaday naal hanndnt worry sister sab theek hojusute to ur gutsrabb sukh rakhay,2
saaalaa drama hi bnaa lya,0
Hoshla nu salam a sis,2
Jiowaheguruj jiojio was,2
Maasaalla aapka rabrahka ,2
Dhan guru ramdas je,2
God bless u simran ji parmatma tuhadi umar lambi kare,2
Dhoka na kro kise nal v Respect kro relations di,1
salute a bhane thonu rab thonu hmesha traki te kushali bakhse ,2
Mam sade v school aao,1
Jio meri sherni behin mera rab teri hifazat kare Aameen,2
Ghandhe hunde ne a eho je lok sistar,0
Waheguru tuhanu Hor Himmat  tandrusti tey chardikala ch rakhan ji ,2
Thode nal bhut bura hoeya sister,2
Saute aa sis nu g,2
Me bi bhout mhentent Keti a,1
Didi g mai thodi nal ge tusi sahi ho,1
Waheguru ji mehar krni is sister ta,2
Bhen asii tere nall ha  waheguru ne tenu bhut honsla bakhshea abhut ohka te sbb kuj bolnasanu mann ee tere bhen,2
Mam same mere nal hoya pls Mainu apna number deyo Mainu insaf chahida,1
Ssa didi menu tuhadi help di lod Je mera masage pado te gal karyo  ,1
Laga raha simran g,2
Bahut himat h ji tuhadi ji,2
Bot vdiya lgga ji todhi gll sunke ,2
Waheguru Ji kirpa karn ji,2
Bhut GD sis god blss uu,2
waheguru ji hamesha mehar rakhn app ji te,2
Sahi gal aa bhen ji koi kise da sahara ni hunda J asi up aa ta sare sade peer dabde aa Nahi ta sare sade Khalaaf kharde aa,1
Sach bolan d v saza hundi es dharti te,0
Dil ch ek comts c pr himmet ni hundi krn di loka glt reaction ho skda va pr bol hi dinda kash tusi mere life partner hundeeda di kudi chahidi c mainu sorry kise nu bura lgea hove,1
Meri v khany kus put teryan had bitya nal mildy juldy aa,1
kini sohni kudi je mera koi brother hunda marriage age wala ta main thoda rishta kra dena c,2
Sach koura hunda,1
sister ji sun ke rona a rea,0
Bilkul sahi keha tu c ,2
Bhut vadhya lga sun k,2
My dear sister bahut sangrash  kita tusi  bahut mushkila da samna kita os  munde  da Veda gark  hoje Mera time v hun bahut sangarsh chal riha waheguru meri behen Simran Gill main thode naal aa waheguru happy rakheo meri sister nu,2
Waheguru Charde Kala Wich Rakhay App Sab Nu,2
Simrn kour gill g u da noki a,1
Khus rho didi tu c,2
salute ess sister nuwaheguru ji mehar kreyo ess sister te,2
Laggi Nalon Trutti changi te Beqadran Di Yari Bhla hoya Lar Nerion  Chutta Meri umar Nai Guzri Saari,1
Jis person ne tuhade nl edan kita c childhood ch ohnu vi sja honi chahidi aa,0
dukh hunda duniya vaare Soch ke lokki mtlbi ho chuke ne Sharam Auni chahidi h Eho jehe Samaj nu jithe Sach nu Sch Ni manya Jaanda,0
oh no par bachpan ki baat nhi btani chahiye thi life smoth ho jani thi  boy is wrong,1
Shabash Meri Aapni Dhhee BettiSunh Ke Main Ron Lag Gia Shabash Beta Ji,2
Ek phone no sb bachian nu yad krwauna chahida complaints wastea,1
Ap ke sath bhoat bura hua bhoat he ghatyia insan tha jis n ap ke sth asa kia ap ke jurat ko mera salamap ne hosla ni harna kabi bhe me inspired and worried ur story from pakistan sargoda,0
Simranjeet gill ji tusi ta vse v ik kharku di daughter ho tusi ta sherni  ho Punjab di,2
Simran kaur gill jeondy basdi reh pan meriye god bless,2
Es bhain di jini tarif karlo ohni hi ghat a  brave girl god bless you,2
Ro na sister eh duniya bekdra di a,2
Good ji sister sLam he twadde himmat jazbaatan te ,2
Menu herani hundi apne loka te eh apne guru sahiba nu bhull k singera nu guru bna lya ehna ne,0
Yr bai tussi rab ne ke Sidhu ne kus Galt kita rab ape deklu tu eve bandr tpusia Mari Jana wabai jante tu ena v aklmand ni jina bnda wa chup ch e faida wa,1
Yaar ohne geet gaya galati hoyi Ohh Mann geya Hun tusi Faltu ch hi gall khichi jaa rahe o Gurjant Barra Vaddia Mahol si tu Chup chaap ape ghare si mere saab nal tusi fr phone nva lai Leya Hun YouTube Agg laggi vekhan nu Aam e mildi e Rahogi Nale moosevale ne eh nai keha k tusi mere maa Baap kolon Maafi mangva k marra kitta Eho jeha Te keha e nai aa ohne,0
Teri ta saleya shakal hi Ni chaj di tu gal ta ki chaj di kru ga,0
Phela mai bhaago bare jo likhya suraj parkash granth vich oh pad la jante fir tu gl kri sidhu bare tu phela v budk k hat gya hun tu eve eh gal chakki janda va mera veer plz eh zroor dekhi jo mai keha theek aa kyo k os vich jo likhya oh sant baba ranjit singh g ne v dsya oh v sun li ok,1
Yrrr ehnu bnayo duja modi nhi bai tu bahla seyana baaki taan saare kamle ne taid naa hove taan tu eme daane len aa jana hr waar pehla apne cmnt dekheya krrr frr bnaya krr video,0
Baja saliya baja bar ja k v tenu akl ni ai apni chutiya akl apne kol rkh,0
Hun tu dsse ga saaleya Ki galat aaki shi aa Baitha Bhonki jau Othe Punjab ch aake Bhashan de Fer dekh tera ki ban da,0
Chal oye bhkayi na maar  ohne pehla sfai ni diti pehla maffi hi mngi c  te ehi keha k kite v ja k bhul bkhshan nu tyar aa mai  Pr nhi thode vrge so called dharm de rakhe  fer tv te kive dikhde  Taur ni banni c thodi,0
yr eh banda sukha wadd peenda lagda jehdi maffi mangan di slah de reha oh tan sidhu veer ne  ghante baad kise de kehn ton pehlan e mangli c eh eve  din baad sutta uthke syana bani jnda sali duniya fame lai kinniyan fuddu galaan krdi aa,0
Teri gurda ch enna dmm aaa   captain te badal nu keh maffi laee saleaaa  naale shreeaaam gutka di jhoothi sonh khaddi aa teri bund ch dang ghumon ge saala landu matt e ta hai naee tanu,0
Eh sale new Kota a Gaya sale eh bhoknky hi jandey ne ehna de chittar pherna chahi da pehla,0
Gurjant singh boht vadia veer eda e rakh kili napp k ethe commenta  ch boht gallan karnia ne loka ne pr sach sach hunda eh kehna te sunna boht aukha tu veer boht vadia duty sambi aa,2
Eh ta baki kehende aa ki sidhu ne glti ni kiti Sidhu taa kehnda aa ki ohde ton glti hoi aa te oh  vaar maafi mang chuka Tusi sidhu magar kio pye aa kiyuki Sidhu moose wala naam hi trending ch rehnda Santokh singh nu kio ni kehnde ohne taa ehni gandi gal likhi hoi aa,1
Tu kuttiya apne Punjab di kudi nu hi Mada bol reha tere hisaab nl Sonam Bajwa da character sahi ni aw sonam Bajwa nu ehna te sab te case krna chahida jo ohde character te ungli chak rhe ne ehe Lok eh keh rhe ne ki saadiya kudiyaan di enni okaat ni ki oho maai bhago ji di rees kr skn,0
yr tere ton vadda fuddu banda koi ni bs hor koi word ni tere lai sala,0
oh mand budhi tu HIJRE word use krke taunt mareya lokan nu ki gl HIJRE insaan nai aa gurbani tan kehndi ek noor te sab jag upjeyaa kaun bhale kaun mande tu kehra sikh bani firda kehri gurbani pdhda tu,0
Shutup hooo kuti k bachy,0
Texi chlon joga rehna k nhi hath bad k bund ch de dene tere,0
Gurjant sirra bro tere naal ehna kanjra bhut khapp paya hoya kuttya nai punjab nu barbad  punjabo nojawani barbadi krti chitte wqle tour ehna landu singra nai,0
Bai g ehna sale lokan di zameer mar chukki aaEhna nu bs paisa te shorat milje ta apni izzat v vech dinde aaNo worries Khalsa g Singha nu eho g lagaur di zroorat niRaj Karega Khalsa,0
Ohh song sarpanch bnan ton pehlan da c and duji gl kaka jo granth ch likheya janteya tu uss da hall kr  bhonkan joga ee aaa tu,0
Fudu aa kyo manu galat bolan nu majboor kr reha Fudu sala gandi jhe buthi dikha dinda lun sala,0
Gurdas mann te hai hi mental aa par tu ki aa Look at yur self man tu kyu tang karda dunya nu Sidhu da khoon peela Sidhu sidhu sidhu Oh vachara kite gana vajana na shad jawe thode chakkar ch Gurdas shadayi nu jo marji keh oh tan musalman hai adha nakodar janda nashedi but sidhu moosewala is real sikh boy yaar,0
Bai aa ta sira da fudu janta tompuu,0
Punjab aa ground leval tay aa fer punjabi tay sikh dharam de smarthan kar othe live ho k ki akal dina tu Teton badia tan oh kirsan jo dharne tay ja k caahe daangan khande  e oh jameen tay tan haige ne othe ki bolda w vaar tu bol lea,0
Gurjant Singh ji jiniyan gallan loka ne tohanu kad dittiyan tohanu tan live hona nahi  chahinda fer kyon pump vich aa video pa dina tu,0
lao ji dekho ehdi ghat c sala fudhu tu fudhuaa sidhu di rees ki kr lawenga te rahi gl sidhu bai di ohne sahi gayeya ae tuhadi i soch puthi aaa bai pehla apni shkl chj di bna laa te famous hon layi lok sewa kro eda kise bare bol k tusi famous ni ho skde,0
Gurjant de maro juteya ja saleya Punjab dfa ho tere tu kini var ph number mgeya dina kyu nhi,0
rabb to dar veer,0
Sidhu galat eh gall Ch Mande par hor vi kuj bahut Punjab Ch ah India captain anrinder be gutka Sahib chuk ke soh khadi lea panga veer ah India AVE bahar beathe boli jaana sooraj parkash bare ki kehna veer dass veer ehde baare vi,0
Jehda tera peyo c salea ohdi gal sun la kehnda c sidhu de ghar jawange ohde maa pe nu milange mafiya mangawa ge sidhu je labha ohdi sewa v krange sale hankaare hoye bande  rabb ton dro tu kehna kise ne ni keha salea jhooth boli jana shre aam dharm de nau te fame na labho dum hega tan apne aap krke vkhao kuj,0
Gurjant Singh di soch sahi a pata nhi loka nu Kyu galat lagada sahi gl kahi gurjant Singh ne Dislike aaleya di soch sidhu sahi s gurdass Kumar vargi a oho v bati banana aali boli avdi maa bhna nu bolde hone,2
Kalgiya wale patsa ji ne  singh nu maf kita c ta ieh kine zaneya  kolo ik singh maf nhi hunda ieh gall da matlad ki ieh sare kalgiya wale dasmes pitta ji to sare wade huge,1
Tanu hram dya biyya srm nyi Aandi live honn lgya inya galla khane ve loka kolo fr v live ho jana ve tu Apne pyo dya nyi gaa kise horr daa ve soch te lya krr love honn to pella milnya te minu galla eee ne kutte daaa b kise horr dee olad dllla chude daa b ve tu te salya,0
Main teri har gal nal sehmat han gurjant jibut suraj parkash te santokh singh bare tera ki kehna gurjantohde bare vi das na oh ki hai,2
ohe gurjant singh je kuriya damala nahi bandiyan ta  punjab diya kuriya mariya ho gayia,0
sala fudu kussa tu rehna kithe aa das mein milda tenu aa k tu banya firda vahdajiona modd slya udu kithe marya si jido fehtehveer bore ch fasya si udu kutte wangu pokya nii sarkra uthe fudi deya sala dogla sala gurjant singh kharuku da slya jido asli kharuku mil geya teri bund ch goli marni ohe ne nale fudi deya tu hundakaun aa gurdass mann bare bolanslya tu janda ohs nu naleo jis nu marzi mannd jithe marzi metha take teri bund dukhdi aa kussa sala jun video nii pounda fudi deya agai tan har duje din live ho janda si ki hoya kise ne teri bund marrlayi pishyo kussa sala,0
Oh yr mea ta is bnde tu changa smj da hi nhi eh fame leen lai loka nu bolda rya fr baad ch aap Gana kaad ditta maafi mngii c us nee tusi aap v ds skde cc k akal takhd jao  lakhe wrge bndiya nu tu theek dssi jndaa  oh kite bhit chngaaa,0
londeya jeha ohne eh is way ch ni keha roop dekh saah sukde aa ohne dar nal saah sukan di gall kiti aa kyuki geet rahi ik kabbe subah ali sardara di dhee show kiti aa posdu jehaparia da roop v ohne keha dekhn nu bhave sohni lgdi aa bt taseer mayi bhago jehi aa ik ldaaku kirdaar kudi da show krn li bondua bina dimag da beakal salatuhade jehe lok jihna nu gal smjh ni lgdi ki hoi aa kis way ch kahi gyi aa bs apni kusi bhoran aa jande aa ehi mahol khrab krde aa te gltfehmia ch paunde aa loka nupainchoda menu ta is gal di hairani aa sikh ho ke teri soch kida di aa sala londa jeha,1
tenu v hun yaad aa gai phila kitha c jdo punjab vich  aye c tu ustime kitha c hun tenu yaad aa gai punjab de tera barga hor bhot aa punjab vich tu kalla ne haga inai tnsun lan wala sala fukra j ina he aa pinjab aa putt far gall kri fb ta live ho k punjab ida ja oda ok teri sla de lod ne publiciti la nu far aa gaya fb ta live tenu unfolwo v kita aa apni id vich tu kio ne picha sicha shad da,0
O yr mrja tusalya mang ta lyi mafi phle din helndr jeha,0
gurjant bai mai ieh janna cahunda ha ki aapne punjab de vich kine kine wade kand hunde aa te koi v kisse v tra da muda nhi khada karde je bai sidhu moose wale to galti hugi anjan pune vich ta bai ne ta ghato ghat nhi ta  wa mafi mag lii huni aa,1
Oh bai oh rabb rooh sidhu ne kini vaar ta mafi mangli hun ohdi jaan laini tuc bandeo saleo apne val ta jhat maro sale gandu ikathe hoge fer bande tuhanu saleo kutta ni puchda koi sale chutiye,1
Sali gandi olad khusra sala gurjanta,0
Gudasmann ne sai gall kai salya mera tenu kde kisw ne gall kadii hove tere varga hatda ni hunda nale tu drame karan lagg janna ehnne sardar di beztii kitii tu salya kalan te klalan hi rhena loka nu hizede das da terei bund ch damm haiga gurdasman de face Too bol je tere ch mardangi salea mera challange ja sakda hizda ta tu a luk k bokan laga oh tere ch himmar ni haiigi tucii bas vieo ch bokhan jog kutte tw tere ch koi fara ni hi g vase navi bread da dogii phela varii ekhya bakqs karda,1
Oye jantea pahlan santokh singh de suraj parkash granth bare das tera ki kahna h  Jihde vich ohne mai bhago lai kai kuch mara likhea h te ohnu tusi akhouti jathedar changa dasde hon te ohde bare kuch bolan lagean sodi bolti bnd ho jandi h te gaun walean te char jane hon rashan pani lke,1
Saleya tu fer aa gyea gand paun nu eve jabli mari janda tere peo ne maffi ta mang lyi c,0
ja oh buchad kutya  sala bandar pakhandi teri bolti band karti c harnek singh neki udo ta ph kat ke bhaj gya c hun tu dasda ghoda te gadha sala bandar ja oye ja k taxi chla kam kar apna ja ke kade sooraj da parkash granth padi kina gand likhya hoya ohde wich bhai santokh singh ne ous te kyo ni bolda  bus made bande nu fadna,0
Teriya kartoota da bi pata saaliya,0
fudu dya je aaha song ek kudi te aa ta fr hatyara wale gane v aavde te gaunda o fr v thodi bund pati jandi aa v hatyara wale kyuuuu gaunda eh ta eda hi chalu teri bund ch dam aa ta rok la nale lakha sidhana rok lye sidhu ta eve hi chalu,0
O bas kar aap ta tu saleya bahar betha tu je tenu enna piyar hai Punjab naal ja Punjabi boli naal te aa Punjab vich te asi v tere naal aa je tu Punjab nhi onna te chup karke beh aap ta tu bahar betha jithe na ta Ma boli aapni na kush tu ethe aa Punjab noota Rs nu shad Punjab aa te Punjabiya nu samja asi tere naal aa bahar beth ke ave number na bna Ok,0
Tatti banda eh yr,0
Tuse Paaa G Apna Mind Test Karwao Ullta  socho gey ty Ullta he hoy ga na Sidhaa  Thora ho jana  Ty Sidhuu Mossey Wala Panjaab  di Shaaan  a Tuwdey  Shram kro Mafii  deyo unho  Ty Tuse Koi Hor Banda Labo  Apni Publicity  lei,0
Bai kaptain amrinder singh na juthi ksam khadi sri guru granth sahib d vayda pura ni kita badbi hue granth sahib g di phir onu sodhn d gal ni krda suraj prkash granth wich juth likya hoya v mata bhago g nangi rehndi c vdda aay nakli sikh inha gallan ta jawab do na question krda phir ni baijti hundi mata bhago di saraaam baijti hundi aa sikh aap karda na jihda shii gallan lyi khda ni hunda ohh nakli sikh na sarm aauni chaide aa paisa ta wikn wala nkli sikha nu hun tk sarsa wala nu sodha ni lgya oh ta rape case ta munder case wich saja katt reha jail ch sikha na ta muaaf krta v paisa la k ohda to,0
Bc vekhiya dumale waliya tu chup reh y aj kal sub kutte lok ne tu v kutta hi aaa sikh ida de ni c jida de tuc bnate  kutte bndeya ne tuhade jathe bndiya walle feem khande ne bc kutte ne sub,0
Sade country da name na kharab na kar,0
Sidhu Moosewala fudhu banda hai,0
Tu na kuch v boleya kr tu nai jhachda bolda tere bal dekh ke oundai gussa oun lag pehda,0
Gurjant sala khach londa  Oe bai channel wlya edi video te tenu like to jyada unlike e aune a edi video na paya kr sale lul di,0
Gurjant di ta fat gyi,0
Tu saleya samne aaaa tere chittard kutne,0
teri bhain saleya bda gurjant,0
Tu v mang maffi fuddua gurjanta fuddua,0
Tera ta lan varda hi c gandu,0
a ta londa a,1
Teare kaser gandi c tuvi a gaya Har week koi na koi mudaa chalda bandar A nee khatam hona,0
Gurjant Singh sahi kehreha,2
Gurjant sala bondu,0
A hega londa haje,0
Ehde thapde maaro saale de,0
Oye doggy ohna  hours bd maffi mnglae C Oye doggy Doggy Doggy oye Nd tuc singra nu kio target krdeo Asi tanh suna ga Ena singra de gana Sanu sada constitution eh azzadi dinda,0
Tere kehan da matlab aa kehna nye kais nai rakhe o singh nai a kithy likheya aa mainu dikha,1
Sanu ptaa bati da Eh batti tera v dehn alea,1
Ede je haramjade di vedio na paya kro chennl te,0
Kithe gyib ho gya c bandar ja,0
Kon to fuddu bande sidhu musewala di juti v nhi,0
Fuddu bnda tu sire da,0
Ht fuddu sala sunde ne ganne nale mada meinu akhde ne sidhumoosewala,0
L te baj,0
Chalo vidio ch kudi ne chote bhaave vadde kapre taa paaye hoye nepar jehra kirdaar tussi suraj parkash ch byaan karde ohda kiituhade pakhand jathebandiya koyi kamm ni rhaaayiian haneriyan nu taa rokan ch lagg jande tussi jadki tuhaanu chahida  k tussi aapni mann ate samaz de makaaan pakke kro,1
Bilkul fuddu gll a Teri publicity len lAi mauka Mel gyatenu v,0
Bandareya Saleya tere peo de samne aw saleya,0
A bandar kitho a gya hun fer ehdi video na pao yr tuhi channel waleya ne bc ehnu famous kitta fuddu log,0
H kun tu salya,0
Ik rammi tatti ik e tatti,0
Bhai une maafi magle yrr  jithe eni bedabi hundi hai guru granth sahib ji di othe kidar hune ho tuc,1
Meri saheli tnu khndi gurjant singh dhatthya Saala,0
Maar do Hun usnu sorry feel kar ta lye aa hor ki kare,1
Saaleya video nai aayi haale song di dimaag set aa tera,0
Chal sala fudu sire da,0
Tu fuuddddu aa sallllaaa,0
Oye tenu yr diport kio ne krde eh Australia ala,1
Fuddu saala  publicity kr riha khota,0
Sala fodu darpok salia Punjab a ta sahi fire tenu das dea a,0
Dislike karn wali  Bandra di sena,0
Jad da gaana suneya kuch khaan da jee hi nhi ho reha  din ho gye na kuch khaya na paani peeta Bas hanju pee ke saar rhe aa,2
Tu kehndi sii st hi aya krr  Aj top wantedaa ch naam meraa,1
Karma waaleya maawan honiya jihna sher putt jamme parnaam shaheedan nu Big respect to channi nattan gave me goosebumps,2
sikh kaum nu boht lodh aa tuhade warge veera di keep doing brother full support sade walo,2
log pkka saale hraam de ne jina ne dislike kita,0
Kaum meri ser krza bhari sir hi lgne kishta ch Eh line sochn te mjboor kr dindi ae k b aj v apni koum lyi apa sir dhad di baazi la skde aa ja sirf showoff rhgya apne plle,1
Bt jo gllan likhiyan ne ohna cho saaf saaf drd da pta lgda b ki bitya hou ohna mavan te puttan te jhde puri umr maa de hunde hoe v mil na skejionde rho veero puri team nu vdhai ehne wdhian te schian gllan likhn lyi rbb mehr kre,2
Sare khadku Singh shaheedan te ona de pariwar maava da karz Sikh qaum kadi ni chka sakdi Sanu maan aa ona te  khadku Singh zindabad,2
bai  de anti sikh riots de karn bahutiya maa toh putt dor hogge c sunn ke bahut dukh hoya Ke bette hovvege unna maa te channi bai uss chej nu tusi feel kar ke liya hats off to you berre,2
Likh dita jo tu yara me ee sachi handaia Mul modu ga apni mitti da me j agle janam vich aia,1
to  tak jo photos show kitiaw c ohna vich mere nana ji c jihri photo vich do shahid dekh rahy han oh dono mere nanu lagdy han but aapny hissab naal right side te jo han oh mere real nana ji han Sahid Sheetal Singh Mattehwal mainu maan aw ohna te but dukh v aw k main aapny nanu nu kadi face to face nahi dekhy kyo ki ohna di death udo hi ho ghi c jado mere mom th class vich study kardy c I miss u nana ji,1
Oye hoye kyaa baataaan jatta dil jitt lea,2
oh veer mere tenu dilo pyar te respect saanu eh geet sunon layi eh dard sunon layimehsoos karke sun eya peace,2
Parnaam shaheeda nu,2
Ohna pahada jidde hounsle walia mawa de nam rooh nu lagda geet jeonde rho veero,2
veeray end aa song  pranaam shaheedan nu ,2
Roo roo ke aakhan di roshni ghat ho gyi becoz of channi nattan,2
Rabb tuhanu chardi kalah vch rakhe   Pajjii nattan vallen nu rabb lammbiii umar bakshaa,2
Baitth k canada gallan karde eh loki Ja k khado bharawa naal j dam h ta Jadon oh lad rahe c tuc bhajj k canada aa gye ona kalle chhad k Tuc gaddar ho,0
bhut sohnaa kalam channinattan nd amantejhudal de voice,2
Sab nu hath ban k benti aa song nu vad to vad share kro kde kde sunan nu milde ne eho je song waheguru mehr kre veer hundal te channi veer te bht vdyua uprala kita koi word ni kol waheguru bhala kre,2
sant spahii parnam shaheeda nu,2
Mainu maaf kri maa meriye bhot vdia song khalistan jindabaad kharku life,2
teri kii meri kii MAA ta MAA hondi aaa baba bully shah,1
Buhut sohna te mitta geet bai  roj roj sunni da banni wangu eh geet bai  saal ton,2
Jis jis nu rona agya se vo hi hit like karo,1
Chardikalla chaninattan veera,2
Waheguru ji mehr krn channi nattan brother thodi sari team te,2
Asi sada di neend saun chale par sutti hoyi kaum jagauni ai,1
Tenu v maa maan hona khadku de main akhvavege Mere na da saroopa laike gal apne vich pave ge,2
jina Paira te turna sikhaya turde maot diya rahaan te Shootouta vich hi annt hone Hun ta saadya Saahan de,1
Feels Ma hundi ae ma,2
Nai muqabala Channi nattan,2
Waheguru chardikala ch rakhe tuhanu te edda hi likhde raho waheguru ji,2
maa te geet likhe k khosh kra ta slut aaa Tuhanu,2
prnaam ohna sheeda nu jina ne koum lyi apna ghr v ujaad ta sirf iko umeed chh k sikh koum sdaa kym rhe ,2
aman veera kaintt bndaa veere vapis aao back to back,2
sariya nu request aw ji ki soch k dekhna ki ohna da ki hall hoye ga jo apne ghr baar shdh k sade lyi ladde se ya ladd de neek bre feel jroor krna jiwaheguru mehr krn nattan veer te eda de gaane hor v bnne chide ne ta ki lokka nu pta lgge ki kehna te krna bht aukha aw,1
Waheguru kirpa kr sadi kaum te gbu bro s,2
eh song ohna mawan de lai jina de puttar  wele khalistan te sade lai  sheed ho gay ,2
               veer sachio hanju a gay eh song sun k akhan cho,2
Channi bai jibahut vadia songparmatma tuhade te eda hi kirpa banai rakhangod bless you veere,2
Veero tuhadi soch nu salaam tuhadi kalm nu salaam,2
Bilkul sahi keha ,2
Sutti hoyi kaum jagauni aa,2
